#oID	individual	descriptor	value
7092	40	BURNT	3.4861
7137	40	BURNT	2.9523
7302	40	BURNT	5.5076
7476	40	BURNT	4.6718
7559	40	BURNT	3.4179
7657	40	BURNT	7.1591
7770	40	BURNT	2.0399
7793	40	BURNT	5.2572
7797	40	BURNT	3.0424
8025	40	BURNT	2.2176
8049	40	BURNT	5.6758
8094	40	BURNT	5.8297
8419	40	BURNT	7.0633
8438	40	BURNT	6.0179
8468	40	BURNT	7.5485
8815	40	BURNT	5.2047
8878	40	BURNT	4.2533
9012	40	BURNT	17.624
10886	40	BURNT	3.1295
11567	40	BURNT	4.1822
12020	40	BURNT	5.4332
12265	40	BURNT	6.1728
12377	40	BURNT	8.9752
15654	40	BURNT	16.2
16537	40	BURNT	2.6775
17898	40	BURNT	8.8137
18467	40	BURNT	7.4853
21363	40	BURNT	5.5932
27440	40	BURNT	11.798
31219	40	BURNT	3.077
31276	40	BURNT	2.63
31283	40	BURNT	7.3629
60998	40	BURNT	3.0713
61523	40	BURNT	8.3453
62089	40	BURNT	6.8964
62351	40	BURNT	23.057
62465	40	BURNT	8.1234
251531	40	BURNT	7.0621
440917	40	BURNT	4.2779
637758	40	BURNT	3.5094
853433	40	BURNT	7.2198
1549025	40	BURNT	5.0524
2733294	40	BURNT	3.6863
5281167	40	BURNT	2.4999
5281168	40	BURNT	3.3591
5318599	40	BURNT	4.6046
5352837	40	BURNT	3.5018
5364231	40	BURNT	3.4226
5371102	40	BURNT	4.4535
10857465	40	BURNT	2.6702
180	40	ACID	6.3709
262	40	ACID	7.9896
264	40	ACID	6.7039
323	40	ACID	5.6314
702	40	ACID	4.1777
750	40	ACID	3.6372
753	40	ACID	7.921
962	40	ACID	3.9774
1031	40	ACID	6.2229
3102	40	ACID	7.172
3314	40	ACID	5.7169
5862	40	ACID	3.8431
5962	40	ACID	4.3906
6274	40	ACID	3.4354
6322	40	ACID	3.4755
6506	40	ACID	8.798
6544	40	ACID	5.7485
6561	40	ACID	7.5989
6669	40	ACID	3.8435
7092	40	ACID	5.2907
7137	40	ACID	3.7555
7302	40	ACID	5.1651
7476	40	ACID	6.3022
7559	40	ACID	7.156
7657	40	ACID	8.2039
7770	40	ACID	5.9235
7793	40	ACID	8.9016
7797	40	ACID	5.7147
8025	40	ACID	5.1259
8049	40	ACID	7.1307
8094	40	ACID	7.0861
8419	40	ACID	6.2081
8438	40	ACID	5.7961
8468	40	ACID	4.2302
8815	40	ACID	7.7052
8878	40	ACID	4.698
9012	40	ACID	5.1916
10886	40	ACID	4.4927
11567	40	ACID	6.258
12020	40	ACID	7.0814
12265	40	ACID	9.7286
12377	40	ACID	7.1698
15654	40	ACID	7.4446
16537	40	ACID	7.3494
17898	40	ACID	5.7169
18467	40	ACID	5.3364
21363	40	ACID	6.7892
27440	40	ACID	7.234
31219	40	ACID	4.9222
31276	40	ACID	7.5784
31283	40	ACID	7.4592
60998	40	ACID	5.1822
61523	40	ACID	7.2003
62089	40	ACID	5.986
62351	40	ACID	4.3542
62465	40	ACID	5.2524
251531	40	ACID	7.3026
440917	40	ACID	7.3465
637758	40	ACID	3.132
853433	40	ACID	4.3336
1549025	40	ACID	4.411
2733294	40	ACID	4.347
5281167	40	ACID	4.2133
5281168	40	ACID	4.4769
5318599	40	ACID	4.4374
5352837	40	ACID	5.3377
5364231	40	ACID	3.8326
5371102	40	ACID	4.0397
10857465	40	ACID	7.1965
180	40	WARM	5.0379
262	40	WARM	4.8861
264	40	WARM	5.4291
323	40	WARM	8.3442
702	40	WARM	5.1949
750	40	WARM	5.7445
753	40	WARM	5.686
962	40	WARM	4.3305
1031	40	WARM	4.916
3102	40	WARM	5.3688
3314	40	WARM	8.6908
5862	40	WARM	7.8759
5962	40	WARM	5.2381
6274	40	WARM	5.9358
6322	40	WARM	5.9829
6506	40	WARM	6.5136
6544	40	WARM	5.9689
6561	40	WARM	5.0714
6669	40	WARM	5.3874
7092	40	WARM	8.4659
7137	40	WARM	6.9894
7302	40	WARM	6.9747
7476	40	WARM	6.842
7559	40	WARM	5.9791
7657	40	WARM	4.7869
7770	40	WARM	4.1495
7793	40	WARM	5.7447
7797	40	WARM	4.8996
8025	40	WARM	5.5388
8049	40	WARM	7.3326
8094	40	WARM	6.138
8419	40	WARM	9.0483
8438	40	WARM	8.2632
8468	40	WARM	9.6473
8815	40	WARM	6.1915
8878	40	WARM	5.1413
9012	40	WARM	5.6357
10886	40	WARM	4.7199
11567	40	WARM	6.2337
12020	40	WARM	5.6018
12265	40	WARM	4.1971
12377	40	WARM	5.0863
15654	40	WARM	6.9088
16537	40	WARM	7.2495
17898	40	WARM	6.1339
18467	40	WARM	5.5269
21363	40	WARM	7.2902
27440	40	WARM	5.2138
31219	40	WARM	5.1454
31276	40	WARM	5.0633
31283	40	WARM	5.2673
60998	40	WARM	4.8616
61523	40	WARM	6.3793
62089	40	WARM	6.7913
62351	40	WARM	8.1119
62465	40	WARM	8.2922
251531	40	WARM	6.8152
440917	40	WARM	5.8635
637758	40	WARM	5.3207
853433	40	WARM	8.2271
1549025	40	WARM	6.8285
2733294	40	WARM	5.1041
5281167	40	WARM	4.7462
5281168	40	WARM	5.0447
5318599	40	WARM	4.8509
5352837	40	WARM	5.2393
5364231	40	WARM	6.0772
5371102	40	WARM	7.4662
10857465	40	WARM	6.9758
180	40	MUSKY	8.7519
262	40	MUSKY	5.0178
264	40	MUSKY	13.077
323	40	MUSKY	5.4466
702	40	MUSKY	8.3485
750	40	MUSKY	9.2308
753	40	MUSKY	6.5568
962	40	MUSKY	3.4114
1031	40	MUSKY	10.354
3102	40	MUSKY	5.9032
3314	40	MUSKY	7.9983
5862	40	MUSKY	11.619
5962	40	MUSKY	11.453
6274	40	MUSKY	12.701
6322	40	MUSKY	6.5021
6506	40	MUSKY	12.293
6544	40	MUSKY	5.9044
6561	40	MUSKY	11.123
6669	40	MUSKY	23.865
7092	40	MUSKY	5.8416
7137	40	MUSKY	5.5077
7302	40	MUSKY	8.4975
7476	40	MUSKY	4.2152
7559	40	MUSKY	8.3426
7657	40	MUSKY	8.2788
7770	40	MUSKY	5.8143
7793	40	MUSKY	5.0774
7797	40	MUSKY	4.7045
8025	40	MUSKY	9.1345
8049	40	MUSKY	9.1851
8094	40	MUSKY	11.366
8419	40	MUSKY	5.3807
8438	40	MUSKY	5.3865
8468	40	MUSKY	9.3345
8815	40	MUSKY	4.6532
8878	40	MUSKY	6.2046
9012	40	MUSKY	14.81
10886	40	MUSKY	5.3069
11567	40	MUSKY	7.4449
12020	40	MUSKY	8.5811
12265	40	MUSKY	11.219
12377	40	MUSKY	9.3702
15654	40	MUSKY	13.451
16537	40	MUSKY	3.279
17898	40	MUSKY	9.6845
18467	40	MUSKY	8.9798
21363	40	MUSKY	11.629
27440	40	MUSKY	12.726
31219	40	MUSKY	5.3546
31276	40	MUSKY	6.3264
31283	40	MUSKY	13.57
60998	40	MUSKY	10.804
61523	40	MUSKY	6.6692
62089	40	MUSKY	12.22
62351	40	MUSKY	19.215
62465	40	MUSKY	9.111
251531	40	MUSKY	8.8676
440917	40	MUSKY	4.7804
637758	40	MUSKY	5.6247
853433	40	MUSKY	7.1913
1549025	40	MUSKY	7.7319
2733294	40	MUSKY	7.4019
5281167	40	MUSKY	9.928
5281168	40	MUSKY	14.729
5318599	40	MUSKY	11.02
5352837	40	MUSKY	7.2227
5364231	40	MUSKY	6.088
5371102	40	MUSKY	9.4257
10857465	40	MUSKY	4.4897
180	40	SWEATY	4.7362
262	40	SWEATY	2.4311
264	40	SWEATY	9.4016
323	40	SWEATY	1.587
702	40	SWEATY	5.4617
750	40	SWEATY	6.0816
753	40	SWEATY	3.9488
962	40	SWEATY	3.9036
1031	40	SWEATY	6.8464
3102	40	SWEATY	1.8426
3314	40	SWEATY	2.2867
5862	40	SWEATY	6.7636
5962	40	SWEATY	7.879
6274	40	SWEATY	5.9926
6322	40	SWEATY	4.2074
6506	40	SWEATY	8.3905
6544	40	SWEATY	2.3195
6561	40	SWEATY	5.9192
6669	40	SWEATY	13.106
7092	40	SWEATY	2.0277
7137	40	SWEATY	1.9865
7302	40	SWEATY	4.5746
7476	40	SWEATY	1.572
7559	40	SWEATY	4.4269
7657	40	SWEATY	3.6081
7770	40	SWEATY	3.1679
7793	40	SWEATY	2.2662
7797	40	SWEATY	2.4177
8025	40	SWEATY	5.5473
8049	40	SWEATY	5.7663
8094	40	SWEATY	7.3852
8419	40	SWEATY	1.5666
8438	40	SWEATY	1.6924
8468	40	SWEATY	3.4835
8815	40	SWEATY	1.5059
8878	40	SWEATY	2.578
9012	40	SWEATY	8.6095
10886	40	SWEATY	2.5083
11567	40	SWEATY	4.1048
12020	40	SWEATY	3.9119
12265	40	SWEATY	5.2437
12377	40	SWEATY	4.0011
15654	40	SWEATY	4.2639
16537	40	SWEATY	0.8714
17898	40	SWEATY	3.3695
18467	40	SWEATY	3.2333
21363	40	SWEATY	7.9051
27440	40	SWEATY	4.8242
31219	40	SWEATY	2.7846
31276	40	SWEATY	3.6119
31283	40	SWEATY	10.726
60998	40	SWEATY	5.9624
61523	40	SWEATY	2.9938
62089	40	SWEATY	7.6283
62351	40	SWEATY	13.732
62465	40	SWEATY	3.5007
251531	40	SWEATY	3.1612
440917	40	SWEATY	2.155
637758	40	SWEATY	2.3731
853433	40	SWEATY	2.9159
1549025	40	SWEATY	4.3901
2733294	40	SWEATY	4.7548
5281167	40	SWEATY	6.9675
5281168	40	SWEATY	10.53
5318599	40	SWEATY	6.8516
5352837	40	SWEATY	4.3823
5364231	40	SWEATY	3.9902
5371102	40	SWEATY	4.9926
10857465	40	SWEATY	2.0699
180	40	AMMONIA/URINOUS	4.3017
262	40	AMMONIA/URINOUS	6.034
264	40	AMMONIA/URINOUS	6.52
323	40	AMMONIA/URINOUS	5.0589
702	40	AMMONIA/URINOUS	3.8461
750	40	AMMONIA/URINOUS	2.6343
753	40	AMMONIA/URINOUS	5.4126
962	40	AMMONIA/URINOUS	1.5462
1031	40	AMMONIA/URINOUS	6.9162
3102	40	AMMONIA/URINOUS	6.7643
3314	40	AMMONIA/URINOUS	4.1149
5862	40	AMMONIA/URINOUS	4.0655
5962	40	AMMONIA/URINOUS	5.3865
6274	40	AMMONIA/URINOUS	3.1125
6322	40	AMMONIA/URINOUS	2.3545
6506	40	AMMONIA/URINOUS	7.4752
6544	40	AMMONIA/URINOUS	4.6855
6561	40	AMMONIA/URINOUS	4.8586
6669	40	AMMONIA/URINOUS	3.6901
7092	40	AMMONIA/URINOUS	4.762
7137	40	AMMONIA/URINOUS	2.2144
7302	40	AMMONIA/URINOUS	4.6336
7476	40	AMMONIA/URINOUS	4.2489
7559	40	AMMONIA/URINOUS	8.3319
7657	40	AMMONIA/URINOUS	8.1629
7770	40	AMMONIA/URINOUS	3.9734
7793	40	AMMONIA/URINOUS	4.842
7797	40	AMMONIA/URINOUS	3.2846
8025	40	AMMONIA/URINOUS	4.6681
8049	40	AMMONIA/URINOUS	5.503
8094	40	AMMONIA/URINOUS	6.7929
8419	40	AMMONIA/URINOUS	2.3686
8438	40	AMMONIA/URINOUS	3.0967
8468	40	AMMONIA/URINOUS	2.6604
8815	40	AMMONIA/URINOUS	4.5746
8878	40	AMMONIA/URINOUS	2.7051
9012	40	AMMONIA/URINOUS	9.4284
10886	40	AMMONIA/URINOUS	2.3724
11567	40	AMMONIA/URINOUS	6.9604
12020	40	AMMONIA/URINOUS	6.0318
12265	40	AMMONIA/URINOUS	8.7428
12377	40	AMMONIA/URINOUS	6.6403
15654	40	AMMONIA/URINOUS	7.5846
16537	40	AMMONIA/URINOUS	3.8201
17898	40	AMMONIA/URINOUS	3.8272
18467	40	AMMONIA/URINOUS	3.0658
21363	40	AMMONIA/URINOUS	8.037
27440	40	AMMONIA/URINOUS	6.6662
31219	40	AMMONIA/URINOUS	4.4186
31276	40	AMMONIA/URINOUS	5.2615
31283	40	AMMONIA/URINOUS	6.9681
60998	40	AMMONIA/URINOUS	6.8704
61523	40	AMMONIA/URINOUS	6.8679
62089	40	AMMONIA/URINOUS	5.0846
62351	40	AMMONIA/URINOUS	9.9186
62465	40	AMMONIA/URINOUS	4.2536
251531	40	AMMONIA/URINOUS	5.8325
440917	40	AMMONIA/URINOUS	5.3983
637758	40	AMMONIA/URINOUS	2.903
853433	40	AMMONIA/URINOUS	3.5717
1549025	40	AMMONIA/URINOUS	2.7019
2733294	40	AMMONIA/URINOUS	3.3402
5281167	40	AMMONIA/URINOUS	6.4127
5281168	40	AMMONIA/URINOUS	6.4805
5318599	40	AMMONIA/URINOUS	6.6537
5352837	40	AMMONIA/URINOUS	5.9347
5364231	40	AMMONIA/URINOUS	2.7434
5371102	40	AMMONIA/URINOUS	3.1247
10857465	40	AMMONIA/URINOUS	6.4482
180	40	DECAYED	3.6518
262	40	DECAYED	2.4295
264	40	DECAYED	7.3201
323	40	DECAYED	2.4002
702	40	DECAYED	3.1029
750	40	DECAYED	4.7417
753	40	DECAYED	5.3008
962	40	DECAYED	2.2856
1031	40	DECAYED	5.4605
3102	40	DECAYED	2.1922
3314	40	DECAYED	3.1859
5862	40	DECAYED	12.432
5962	40	DECAYED	6.1075
6274	40	DECAYED	5.0286
6322	40	DECAYED	2.9841
6506	40	DECAYED	6.4665
6544	40	DECAYED	2.3155
6561	40	DECAYED	3.8964
6669	40	DECAYED	8.8446
7092	40	DECAYED	2.618
7137	40	DECAYED	2.4453
7302	40	DECAYED	3.8798
7476	40	DECAYED	2.3197
7559	40	DECAYED	5.4476
7657	40	DECAYED	3.1528
7770	40	DECAYED	4.3573
7793	40	DECAYED	2.7061
7797	40	DECAYED	3.0001
8025	40	DECAYED	4.6009
8049	40	DECAYED	3.7133
8094	40	DECAYED	7.4086
8419	40	DECAYED	2.2203
8438	40	DECAYED	2.1928
8468	40	DECAYED	3.7764
8815	40	DECAYED	2.4937
8878	40	DECAYED	3.1876
9012	40	DECAYED	12.906
10886	40	DECAYED	2.7846
11567	40	DECAYED	4.5148
12020	40	DECAYED	4.3977
12265	40	DECAYED	4.7022
12377	40	DECAYED	15.225
15654	40	DECAYED	11.327
16537	40	DECAYED	2.2637
17898	40	DECAYED	4.0124
18467	40	DECAYED	3.5986
21363	40	DECAYED	7.8989
27440	40	DECAYED	11.201
31219	40	DECAYED	3.7957
31276	40	DECAYED	5.0494
31283	40	DECAYED	7.2233
60998	40	DECAYED	4.9202
61523	40	DECAYED	3.1114
62089	40	DECAYED	7.3723
62351	40	DECAYED	18.604
62465	40	DECAYED	3.8019
251531	40	DECAYED	2.7355
440917	40	DECAYED	2.8144
637758	40	DECAYED	2.3013
853433	40	DECAYED	3.1982
1549025	40	DECAYED	3.5683
2733294	40	DECAYED	5.308
5281167	40	DECAYED	7.1892
5281168	40	DECAYED	7.3602
5318599	40	DECAYED	6.6514
5352837	40	DECAYED	5.5426
5364231	40	DECAYED	3.8293
5371102	40	DECAYED	4.0076
10857465	40	DECAYED	2.2347
180	40	WOOD	2.8273
262	40	WOOD	1.1673
264	40	WOOD	2.1356
323	40	WOOD	1.8246
702	40	WOOD	2.2063
750	40	WOOD	3.932
753	40	WOOD	1.6992
962	40	WOOD	3.2799
1031	40	WOOD	1.9593
3102	40	WOOD	2.5571
3314	40	WOOD	4.9997
5862	40	WOOD	4.0267
5962	40	WOOD	4.981
6274	40	WOOD	7.9474
6322	40	WOOD	6.8798
6506	40	WOOD	3.2395
6544	40	WOOD	3.0629
6561	40	WOOD	2.981
6669	40	WOOD	13.989
7092	40	WOOD	2.2796
7137	40	WOOD	2.6724
7302	40	WOOD	2.492
7476	40	WOOD	2.6199
7559	40	WOOD	2.2445
7657	40	WOOD	2.6091
7770	40	WOOD	1.5444
7793	40	WOOD	2.8606
7797	40	WOOD	2.2125
8025	40	WOOD	1.8781
8049	40	WOOD	3.8665
8094	40	WOOD	2.8145
8419	40	WOOD	4.179
8438	40	WOOD	1.973
8468	40	WOOD	5.5281
8815	40	WOOD	2.8379
8878	40	WOOD	2.4058
9012	40	WOOD	3.24
10886	40	WOOD	3.0216
11567	40	WOOD	2.6725
12020	40	WOOD	2.4615
12265	40	WOOD	4.3261
12377	40	WOOD	2.7398
15654	40	WOOD	5.0748
16537	40	WOOD	2.6237
17898	40	WOOD	6.6162
18467	40	WOOD	4.8043
21363	40	WOOD	4.0292
27440	40	WOOD	4.0842
31219	40	WOOD	1.4624
31276	40	WOOD	2.0059
31283	40	WOOD	4.1342
60998	40	WOOD	2.573
61523	40	WOOD	2.9286
62089	40	WOOD	4.3645
62351	40	WOOD	2.4507
62465	40	WOOD	5.5557
251531	40	WOOD	2.5648
440917	40	WOOD	4.2858
637758	40	WOOD	2.3432
853433	40	WOOD	5.1104
1549025	40	WOOD	4.4173
2733294	40	WOOD	2.315
5281167	40	WOOD	2.6677
5281168	40	WOOD	3.2671
5318599	40	WOOD	3.2826
5352837	40	WOOD	2.728
5364231	40	WOOD	1.9545
5371102	40	WOOD	3.6391
10857465	40	WOOD	3.4579
180	40	GRASS	1.8281
262	40	GRASS	2.1194
264	40	GRASS	1.928
323	40	GRASS	1.871
702	40	GRASS	2.7074
750	40	GRASS	1.7657
753	40	GRASS	1.8608
962	40	GRASS	2.7101
1031	40	GRASS	2.6276
3102	40	GRASS	1.8776
3314	40	GRASS	3.4979
5862	40	GRASS	1.8251
5962	40	GRASS	2.1623
6274	40	GRASS	7.4038
6322	40	GRASS	2.6735
6506	40	GRASS	2.1716
6544	40	GRASS	4.1869
6561	40	GRASS	1.8881
6669	40	GRASS	2.3659
7092	40	GRASS	1.8201
7137	40	GRASS	2.8511
7302	40	GRASS	1.7786
7476	40	GRASS	2.0121
7559	40	GRASS	2.0904
7657	40	GRASS	2.185
7770	40	GRASS	2.233
7793	40	GRASS	5.7801
7797	40	GRASS	2.2293
8025	40	GRASS	2.1923
8049	40	GRASS	1.895
8094	40	GRASS	1.7834
8419	40	GRASS	2.5397
8438	40	GRASS	1.7711
8468	40	GRASS	1.8568
8815	40	GRASS	3.0612
8878	40	GRASS	3.1573
9012	40	GRASS	1.8058
10886	40	GRASS	3.0896
11567	40	GRASS	1.9885
12020	40	GRASS	3.4572
12265	40	GRASS	3.2221
12377	40	GRASS	1.7715
15654	40	GRASS	3.5241
16537	40	GRASS	4.0381
17898	40	GRASS	4.9639
18467	40	GRASS	4.0427
21363	40	GRASS	2.1561
27440	40	GRASS	3.0727
31219	40	GRASS	2.1176
31276	40	GRASS	2.6279
31283	40	GRASS	2.0422
60998	40	GRASS	3.7922
61523	40	GRASS	2.5184
62089	40	GRASS	3.0939
62351	40	GRASS	2.6639
62465	40	GRASS	3.6927
251531	40	GRASS	4.0939
440917	40	GRASS	5.8094
637758	40	GRASS	3.4746
853433	40	GRASS	3.6167
1549025	40	GRASS	7.0092
2733294	40	GRASS	3.6471
5281167	40	GRASS	9.9069
5281168	40	GRASS	6.1226
5318599	40	GRASS	8.1981
5352837	40	GRASS	7.9291
5364231	40	GRASS	7.819
5371102	40	GRASS	4.2509
10857465	40	GRASS	6.1682
180	40	FLOWER	2.6687
262	40	FLOWER	6.9935
264	40	FLOWER	2.3221
323	40	FLOWER	11.378
702	40	FLOWER	3.0321
750	40	FLOWER	2.8789
753	40	FLOWER	4.1495
962	40	FLOWER	6.6294
1031	40	FLOWER	2.4893
3102	40	FLOWER	17.125
3314	40	FLOWER	3.4701
5862	40	FLOWER	2.3199
5962	40	FLOWER	5.5877
6274	40	FLOWER	2.4832
6322	40	FLOWER	11.834
6506	40	FLOWER	2.8412
6544	40	FLOWER	7.8082
6561	40	FLOWER	2.0461
6669	40	FLOWER	1.9903
7092	40	FLOWER	10.229
7137	40	FLOWER	9.1766
7302	40	FLOWER	3.3431
7476	40	FLOWER	11.068
7559	40	FLOWER	8.1915
7657	40	FLOWER	11.146
7770	40	FLOWER	6.8954
7793	40	FLOWER	8.4289
7797	40	FLOWER	9.2579
8025	40	FLOWER	4.2861
8049	40	FLOWER	4.7756
8094	40	FLOWER	3.3665
8419	40	FLOWER	8.2018
8438	40	FLOWER	7.3405
8468	40	FLOWER	2.3919
8815	40	FLOWER	7.5488
8878	40	FLOWER	6.3976
9012	40	FLOWER	7.5222
10886	40	FLOWER	6.2506
11567	40	FLOWER	5.5969
12020	40	FLOWER	2.7409
12265	40	FLOWER	2.0897
12377	40	FLOWER	2.4815
15654	40	FLOWER	2.5828
16537	40	FLOWER	12.685
17898	40	FLOWER	2.3797
18467	40	FLOWER	2.3136
21363	40	FLOWER	3.0478
27440	40	FLOWER	2.4983
31219	40	FLOWER	11.06
31276	40	FLOWER	6.1668
31283	40	FLOWER	2.4421
60998	40	FLOWER	6.5828
61523	40	FLOWER	9.4654
62089	40	FLOWER	3.6626
62351	40	FLOWER	2.2552
62465	40	FLOWER	3.4223
251531	40	FLOWER	11.166
440917	40	FLOWER	3.9424
637758	40	FLOWER	11.368
853433	40	FLOWER	3.6418
1549025	40	FLOWER	7.2662
2733294	40	FLOWER	5.0114
5281167	40	FLOWER	2.8003
5281168	40	FLOWER	2.0541
5318599	40	FLOWER	2.5749
5352837	40	FLOWER	6.1107
5364231	40	FLOWER	8.7353
5371102	40	FLOWER	6.2265
10857465	40	FLOWER	18.288
180	40	CHEMICAL	12.814
262	40	CHEMICAL	21.283
264	40	CHEMICAL	16.578
323	40	CHEMICAL	16.172
702	40	CHEMICAL	9.3751
750	40	CHEMICAL	10.469
753	40	CHEMICAL	14.117
962	40	CHEMICAL	9.5993
1031	40	CHEMICAL	14.578
3102	40	CHEMICAL	30.311
3314	40	CHEMICAL	13.45
5862	40	CHEMICAL	12.883
5962	40	CHEMICAL	9.1591
6274	40	CHEMICAL	9.6149
6322	40	CHEMICAL	15.262
6506	40	CHEMICAL	10.962
6544	40	CHEMICAL	23.586
6561	40	CHEMICAL	17.798
6669	40	CHEMICAL	14.717
7092	40	CHEMICAL	14.04
7137	40	CHEMICAL	9.1828
7302	40	CHEMICAL	10.838
7476	40	CHEMICAL	19.181
7559	40	CHEMICAL	19.22
7657	40	CHEMICAL	19.996
7770	40	CHEMICAL	17.851
7793	40	CHEMICAL	24.576
7797	40	CHEMICAL	15.499
8025	40	CHEMICAL	11.064
8049	40	CHEMICAL	15.16
8094	40	CHEMICAL	17.728
8419	40	CHEMICAL	14.04
8438	40	CHEMICAL	16.429
8468	40	CHEMICAL	10.305
8815	40	CHEMICAL	20.399
8878	40	CHEMICAL	10.936
9012	40	CHEMICAL	9.7044
10886	40	CHEMICAL	12.056
11567	40	CHEMICAL	21.562
12020	40	CHEMICAL	17.021
12265	40	CHEMICAL	27.571
12377	40	CHEMICAL	11.792
15654	40	CHEMICAL	12.109
16537	40	CHEMICAL	22.61
17898	40	CHEMICAL	11.985
18467	40	CHEMICAL	11.439
21363	40	CHEMICAL	20.064
27440	40	CHEMICAL	13.389
31219	40	CHEMICAL	14.986
31276	40	CHEMICAL	18.314
31283	40	CHEMICAL	18.669
60998	40	CHEMICAL	13.224
61523	40	CHEMICAL	20.536
62089	40	CHEMICAL	14.421
62351	40	CHEMICAL	15.606
62465	40	CHEMICAL	14.541
251531	40	CHEMICAL	16.162
440917	40	CHEMICAL	22.443
637758	40	CHEMICAL	9.8663
853433	40	CHEMICAL	11.68
1549025	40	CHEMICAL	9.4311
2733294	40	CHEMICAL	10.344
5281167	40	CHEMICAL	12.982
5281168	40	CHEMICAL	11.167
5318599	40	CHEMICAL	11.928
5352837	40	CHEMICAL	16.086
5364231	40	CHEMICAL	9.3945
5371102	40	CHEMICAL	10.823
10857465	40	CHEMICAL	23.764
180	41	INTENSITY/STRENGTH	32.071
262	41	INTENSITY/STRENGTH	35.815
264	41	INTENSITY/STRENGTH	54.151
323	41	INTENSITY/STRENGTH	66.606
702	41	INTENSITY/STRENGTH	20.497
750	41	INTENSITY/STRENGTH	18.717
753	41	INTENSITY/STRENGTH	37.849
962	41	INTENSITY/STRENGTH	22.202
1031	41	INTENSITY/STRENGTH	36.631
3102	41	INTENSITY/STRENGTH	46.62
3314	41	INTENSITY/STRENGTH	55.418
5862	41	INTENSITY/STRENGTH	29.594
5962	41	INTENSITY/STRENGTH	28.933
6274	41	INTENSITY/STRENGTH	27.469
6322	41	INTENSITY/STRENGTH	18.588
6506	41	INTENSITY/STRENGTH	33.939
6544	41	INTENSITY/STRENGTH	68.426
6561	41	INTENSITY/STRENGTH	38.661
6669	41	INTENSITY/STRENGTH	20.713
7092	41	INTENSITY/STRENGTH	64.506
7137	41	INTENSITY/STRENGTH	58.413
7302	41	INTENSITY/STRENGTH	46.323
7476	41	INTENSITY/STRENGTH	63.118
7559	41	INTENSITY/STRENGTH	66.176
7657	41	INTENSITY/STRENGTH	31.47
7770	41	INTENSITY/STRENGTH	63.534
7793	41	INTENSITY/STRENGTH	67.404
7797	41	INTENSITY/STRENGTH	59.651
8025	41	INTENSITY/STRENGTH	35.962
8049	41	INTENSITY/STRENGTH	25.209
8094	41	INTENSITY/STRENGTH	63.6
8419	41	INTENSITY/STRENGTH	59.283
8438	41	INTENSITY/STRENGTH	61.834
8468	41	INTENSITY/STRENGTH	39.172
8815	41	INTENSITY/STRENGTH	57.419
8878	41	INTENSITY/STRENGTH	57.052
9012	41	INTENSITY/STRENGTH	45.329
10886	41	INTENSITY/STRENGTH	42.113
11567	41	INTENSITY/STRENGTH	68.614
12020	41	INTENSITY/STRENGTH	55.372
12265	41	INTENSITY/STRENGTH	46.846
12377	41	INTENSITY/STRENGTH	62.804
15654	41	INTENSITY/STRENGTH	68.619
16537	41	INTENSITY/STRENGTH	59.716
17898	41	INTENSITY/STRENGTH	57.361
18467	41	INTENSITY/STRENGTH	54.042
21363	41	INTENSITY/STRENGTH	61.501
27440	41	INTENSITY/STRENGTH	68.169
31219	41	INTENSITY/STRENGTH	58.074
31276	41	INTENSITY/STRENGTH	60.326
31283	41	INTENSITY/STRENGTH	23.428
60998	41	INTENSITY/STRENGTH	48.555
61523	41	INTENSITY/STRENGTH	59.59
62089	41	INTENSITY/STRENGTH	60.686
62351	41	INTENSITY/STRENGTH	66.066
62465	41	INTENSITY/STRENGTH	55.114
251531	41	INTENSITY/STRENGTH	44.02
440917	41	INTENSITY/STRENGTH	61.25
637758	41	INTENSITY/STRENGTH	50.16
853433	41	INTENSITY/STRENGTH	55.918
1549025	41	INTENSITY/STRENGTH	52.559
2733294	41	INTENSITY/STRENGTH	63.565
5281167	41	INTENSITY/STRENGTH	57.122
5281168	41	INTENSITY/STRENGTH	60.173
5318599	41	INTENSITY/STRENGTH	60.401
5352837	41	INTENSITY/STRENGTH	62.293
5364231	41	INTENSITY/STRENGTH	55.077
5371102	41	INTENSITY/STRENGTH	42.264
10857465	41	INTENSITY/STRENGTH	28.632
180	41	VALENCE/PLEASANTNESS	41.402
262	41	VALENCE/PLEASANTNESS	46.648
264	41	VALENCE/PLEASANTNESS	34.497
323	41	VALENCE/PLEASANTNESS	57.311
702	41	VALENCE/PLEASANTNESS	44.347
750	41	VALENCE/PLEASANTNESS	42.041
753	41	VALENCE/PLEASANTNESS	40.488
962	41	VALENCE/PLEASANTNESS	60.298
1031	41	VALENCE/PLEASANTNESS	36.419
3102	41	VALENCE/PLEASANTNESS	51.92
3314	41	VALENCE/PLEASANTNESS	44.267
5862	41	VALENCE/PLEASANTNESS	29.129
5962	41	VALENCE/PLEASANTNESS	41.705
6274	41	VALENCE/PLEASANTNESS	37.974
6322	41	VALENCE/PLEASANTNESS	58.529
6506	41	VALENCE/PLEASANTNESS	35.065
6544	41	VALENCE/PLEASANTNESS	54.123
6561	41	VALENCE/PLEASANTNESS	35.578
6669	41	VALENCE/PLEASANTNESS	37.358
7092	41	VALENCE/PLEASANTNESS	57.781
7137	41	VALENCE/PLEASANTNESS	60.126
